Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.01    0.00 1127000/8411980     qbpp_ [57]
                0.01    0.00 1127000/8411980     qbnp_ [67]
                0.01    0.00 1127000/8411980     qmurca_ [55]
[41]     0.5    0.07    0.00 8411980         v1_ [41]
-----------------------------------------------
                0.06    0.00 1980000/1980000     q3_ [19]
[42]     0.4    0.06    0.00 1980000         qpair_ [42]
-----------------------------------------------
                0.06    0.00  340022/340022      hlmag_ [37]
[43]     0.4    0.06    0.00  340022         hlfit12_ [43]
-----------------------------------------------
                0.00    0.00       1/10939       MAIN__ [1]
                0.00    0.00       1/10939       init_eos_tab_ [89]
                0.00    0.00     400/10939       geteost_ [86]
                0.00    0.00     401/10939       solve_tov_structure_ [47]
                0.00    0.00     414/10939       derivs_ [85]
                0.05    0.00    9722/10939       derivs2_ [49]
[44]     0.4    0.06    0.00   10939         __grid_MOD_build_grid [44]
-----------------------------------------------
                0.00    0.06       1/1           MAIN__ [1]
[45]     0.4    0.00    0.06       1         __grid_MOD_build_structure [45]
                0.00    0.06       1/1           solve_tov_structure_ [47]
                0.00    0.00     400/400         geteost_ [86]
                0.00    0.00       1/1           init_eos_tab_ [89]
                0.00    0.00     649/649         gapmodel_ [109]
                0.00    0.00       1/1           __grid_MOD_output_structure [176]
-----------------------------------------------
                0.01    0.05  360000/360000      condegin_ [29]
[46]     0.4    0.01    0.05  360000         coul99i_ [46]
                0.02    0.03  360000/885000      coulan2_ [35]
-----------------------------------------------
                0.00    0.06       1/1           __grid_MOD_build_structure [45]
[47]     0.4    0.00    0.06       1         solve_tov_structure_ [47]
                0.00    0.06     401/401         odeint_ [48]
                0.00    0.00     401/10939       __grid_MOD_build_grid [44]
-----------------------------------------------
                0.00    0.06     401/401         solve_tov_structure_ [47]
[48]     0.4    0.00    0.06     401         odeint_ [48]
                0.00    0.05    1676/1676        rkqs_ [54]
                0.00    0.01    1617/9722        derivs2_ [49]
                0.00    0.00      59/414         derivs_ [85]
-----------------------------------------------
                0.00    0.01    1617/9722        odeint_ [48]
                0.00    0.04    8105/9722        rkck_ [53]
[49]     0.4    0.00    0.05    9722         derivs2_ [49]
                0.05    0.00    9722/10939       __grid_MOD_build_grid [44]
-----------------------------------------------
                0.00    0.00   12923/370000      elect11_ [87]
                0.04    0.01  357077/370000      chemag8_ [30]
[50]     0.4    0.04    0.01  370000         elect11b_ [50]
                0.01    0.00  370000/370000      sommerf_ [78]
-----------------------------------------------
                0.05    0.00    1001/1001        __magnetic_evolution_MOD_magnetic_evol [5]
[51]     0.4    0.05    0.00    1001         vacuumbc_ [51]
-----------------------------------------------
                0.02    0.03 1980000/1980000     q3_ [19]
[52]     0.4    0.02    0.03 1980000         qdurca_ [52]
                0.02    0.00 1127000/1127000     rrd_a_ [63]
                0.01    0.00 1127000/8411980     v1_ [41]
-----------------------------------------------
                0.00    0.05    1692/1692        rkqs_ [54]
[53]     0.3    0.00    0.05    1692         rkck_ [53]
                0.00    0.04    8105/9722        derivs2_ [49]
                0.00    0.00     355/414         derivs_ [85]
-----------------------------------------------
                0.00    0.05    1676/1676        odeint_ [48]
[54]     0.3    0.00    0.05    1676         rkqs_ [54]
                0.00    0.05    1692/1692        rkck_ [53]
-----------------------------------------------
                0.01    0.03 1980000/1980000     q3_ [19]
[55]     0.3    0.01    0.03 1980000         qmurca_ [55]
                0.01    0.00 1127000/1127000     rrmn_pa_ [74]
                0.01    0.00 1127000/1127000     rrmp_pa_ [75]
                0.01    0.00 1127000/8411980     v1_ [41]
-----------------------------------------------
                0.03    0.01 1980000/1980000     q3_ [19]
[56]     0.3    0.03    0.01 1980000         qbnn_ [56]
                0.00    0.00  436332/8411980     v1_ [41]
                0.00    0.00  436332/1563332     rrpp_pa_ [73]
                0.00    0.00  520000/4480000     kfermi_ [69]
                0.00    0.00  436332/436332      rrnn_na_ [92]
-----------------------------------------------
                0.02    0.02 1980000/1980000     q3_ [19]
[57]     0.3    0.02    0.02 1980000         qbpp_ [57]
                0.01    0.00 1127000/8411980     v1_ [41]
                0.01    0.00 1127000/1563332     rrpp_pa_ [73]
-----------------------------------------------
                0.03    0.00  525000/525000      condin_ [40]
[58]     0.2    0.03    0.00  525000         hlfit8_ [58]
-----------------------------------------------
                0.03    0.00  370000/370000      chemfit7_ [39]
[59]     0.2    0.03    0.00  370000         ferinv7_ [59]
-----------------------------------------------
                0.02    0.01  995000/995000      cv_func_ [22]
[60]     0.2    0.02    0.01  995000         ccvfn_ [60]
                0.01    0.00  218166/781666      rrcv_a_cru_ [65]
                0.00    0.00  218166/8411980     v1_ [41]
-----------------------------------------------
                0.01    0.02 1980000/1980000     q3_ [19]
[61]     0.2    0.01    0.02 1980000         qcpbf_co_ [61]
                0.01    0.00 1127000/8411980     v1_ [41]
                0.01    0.00 1127000/1563332     ffa_ [72]
-----------------------------------------------
                0.02    0.01 1980000/1980000     q3_ [19]
[62]     0.2    0.02    0.01 1980000         qcpbf_cr_ [62]
                0.00    0.00  436332/8411980     v1_ [41]
                0.00    0.00  436332/1563332     ffa_ [72]
-----------------------------------------------
                0.02    0.00 1127000/1127000     qdurca_ [52]
[63]     0.1    0.02    0.00 1127000         rrd_a_ [63]
-----------------------------------------------
                0.02    0.00 1122650/1122650     en_cond_ [33]
[64]     0.1    0.02    0.00 1122650         zfun_ [64]
-----------------------------------------------
                0.01    0.00  218166/781666      ccvfn_ [60]
                0.01    0.00  563500/781666      ccvfp_ [68]
[65]     0.1    0.02    0.00  781666         rrcv_a_cru_ [65]
-----------------------------------------------
                0.02    0.00  340022/340022      eosfim12_ [27]
[66]     0.1    0.02    0.00  340022         fscrsol8_ [66]
-----------------------------------------------
                0.01    0.01 1980000/1980000     q3_ [19]
[67]     0.1    0.01    0.01 1980000         qbnp_ [67]
                0.01    0.00 1127000/8411980     v1_ [41]
                0.00    0.00 1127000/1127000     rrnp_pa_ [90]
-----------------------------------------------
                0.00    0.02  625000/625000      cv_func_ [22]
[68]     0.1    0.00    0.02  625000         ccvfp_ [68]
                0.01    0.00  563500/781666      rrcv_a_cru_ [65]
                0.00    0.00  563500/8411980     v1_ [41]
-----------------------------------------------
                0.00    0.00  520000/4480000     qbnn_ [56]
                0.00    0.00 1980000/4480000     qsynchro_ [31]
                0.00    0.00 1980000/4480000     qplasma_ [36]
[69]     0.1    0.01    0.00 4480000         kfermi_ [69]
-----------------------------------------------
                0.01    0.00 1980000/1980000     q3_ [19]
[70]     0.1    0.01    0.00 1980000         qeabrems_ [70]
-----------------------------------------------
                0.01    0.00 1980000/1980000     q3_ [19]
[71]     0.1    0.01    0.00 1980000         qepbrems_ [71]
-----------------------------------------------
                0.00    0.00  436332/1563332     qcpbf_cr_ [62]
                0.01    0.00 1127000/1563332     qcpbf_co_ [61]
[72]     0.1    0.01    0.00 1563332         ffa_ [72]
-----------------------------------------------
                0.00    0.00  436332/1563332     qbnn_ [56]
                0.01    0.00 1127000/1563332     qbpp_ [57]
[73]     0.1    0.01    0.00 1563332         rrpp_pa_ [73]
-----------------------------------------------
