Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.01    0.00  290000/290298      conduct_ [9]
[78]     0.0    0.01    0.00  290298         taueesy_ [78]
-----------------------------------------------
                0.01    0.00  216080/216080      conduct_ [9]
[79]     0.0    0.01    0.00  216080         chemfit_ [79]
                0.00    0.00  216080/216080      ferinv_ [105]
-----------------------------------------------
                0.00    0.00     102/18748       chemag8_ [37]
                0.01    0.00   18646/18748       elect11_ [68]
[80]     0.0    0.01    0.00   18748         elect11a_ [80]
                0.00    0.00   18748/18748       blin9_ [112]
                0.00    0.00   14740/18654       blin9c_ [113]
                0.00    0.00      92/94          blin9a_ [119]
-----------------------------------------------
                0.01    0.00      11/11          bevol_ [18]
[81]     0.0    0.01    0.00      11         bwrite_ [81]
-----------------------------------------------
                0.01    0.00      10/10          MAIN__ [1]
[82]     0.0    0.01    0.00      10         output_ [82]
-----------------------------------------------
                0.00    0.00  497024/1988096     qdurca_ [84]
                0.00    0.00  497024/1988096     rrmn_ba_ [86]
                0.00    0.00  497024/1988096     rrmp_ba_ [85]
                0.00    0.00  497024/1988096     rrnp_ba_ [87]
[83]     0.0    0.00    0.01 1988096         rrd_ba_ [83]
                0.01    0.00 1898896/2395920     rrd_b_ [71]
                0.00    0.00 1898896/4690158     rrd_a_ [89]
-----------------------------------------------
                0.00    0.00 3760000/3760000     q3_ [22]
[84]     0.0    0.00    0.00 3760000         qdurca_ [84]
                0.00    0.00 2294238/17104954     v1_ [56]
                0.00    0.00  497024/1988096     rrd_ba_ [83]
                0.00    0.00 1797214/4690158     rrd_a_ [89]
                0.00    0.00  497024/4061141     v2_ [90]
-----------------------------------------------
                0.00    0.00  497024/497024      qmurca_ [40]
[85]     0.0    0.00    0.00  497024         rrmp_ba_ [85]
                0.00    0.00  497024/2395920     rrd_b_ [71]
                0.00    0.00  497024/1988096     rrd_ba_ [83]
                0.00    0.00  497024/497024      rrmp_nb_ [101]
-----------------------------------------------
                0.00    0.00  497024/497024      qmurca_ [40]
[86]     0.0    0.00    0.00  497024         rrmn_ba_ [86]
                0.00    0.00  497024/1988096     rrd_ba_ [83]
                0.00    0.00  497024/2294238     rrmn_pa_ [94]
                0.00    0.00  497024/4690158     rrd_a_ [89]
-----------------------------------------------
                0.00    0.00  497024/497024      qbnp_ [65]
[87]     0.0    0.00    0.00  497024         rrnp_ba_ [87]
                0.00    0.00  497024/1988096     rrd_ba_ [83]
                0.00    0.00  497024/2294238     rrnp_pa_ [95]
                0.00    0.00  497024/4690158     rrd_a_ [89]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[88]     0.0    0.00    0.00       1         binit_ [88]
                0.00    0.00       1/5006        curl_phi_ [19]
                0.00    0.00       1/1002        boundary_ [35]
                0.00    0.00       1/1003        gauleg_ [48]
                0.00    0.00       1/1           getbl_init_ [122]
                0.00    0.00       1/1           binit_options_ [121]
-----------------------------------------------
                0.00    0.00  497024/4690158     rrmn_ba_ [86]
                0.00    0.00  497024/4690158     rrnp_ba_ [87]
                0.00    0.00 1797214/4690158     qdurca_ [84]
                0.00    0.00 1898896/4690158     rrd_ba_ [83]
[89]     0.0    0.00    0.00 4690158         rrd_a_ [89]
-----------------------------------------------
                0.00    0.00  246021/4061141     ccvfn_ [64]
                0.00    0.00  497024/4061141     qdurca_ [84]
                0.00    0.00  497024/4061141     qcpbf_co_ [42]
                0.00    0.00  497024/4061141     qbnp_ [65]
                0.00    0.00  497024/4061141     qbnn_ [67]
                0.00    0.00  497024/4061141     qmurca_ [40]
                0.00    0.00 1330000/4061141     en_cond_ [32]
[90]     0.0    0.00    0.00 4061141         v2_ [90]
-----------------------------------------------
                0.00    0.00 3760000/3760000     q3_ [22]
[91]     0.0    0.00    0.00 3760000         qeabrems_ [91]
-----------------------------------------------
                0.00    0.00 3760000/3760000     q3_ [22]
[92]     0.0    0.00    0.00 3760000         qepbrems_ [92]
-----------------------------------------------
                0.00    0.00 1300310/3594548     qbnn_ [67]
                0.00    0.00 2294238/3594548     qbpp_ [54]
[93]     0.0    0.00    0.00 3594548         rrpp_pa_ [93]
-----------------------------------------------
                0.00    0.00  497024/2294238     rrmn_ba_ [86]
                0.00    0.00 1797214/2294238     qmurca_ [40]
[94]     0.0    0.00    0.00 2294238         rrmn_pa_ [94]
-----------------------------------------------
                0.00    0.00  497024/2294238     rrnp_ba_ [87]
                0.00    0.00 1797214/2294238     qbnp_ [65]
[95]     0.0    0.00    0.00 2294238         rrnp_pa_ [95]
-----------------------------------------------
                0.00    0.00  803286/803286      qbnn_ [67]
[96]     0.0    0.00    0.00  803286         rrnn_na_ [96]
-----------------------------------------------
                0.00    0.00   46362/623700      magnion_ [108]
                0.00    0.00  577338/623700      eosmag_ [27]
[97]     0.0    0.00    0.00  623700         spinion_ [97]
-----------------------------------------------
                0.00    0.00  623598/623598      elect11b_ [75]
[98]     0.0    0.00    0.00  623598         sommerf_ [98]
                0.00    0.00  623598/623598      subfermj_ [99]
-----------------------------------------------
                0.00    0.00  623598/623598      sommerf_ [98]
[99]     0.0    0.00    0.00  623598         subfermj_ [99]
-----------------------------------------------
                0.00    0.00  497024/497024      qcpbf_co_ [42]
[100]    0.0    0.00    0.00  497024         ffb_ [100]
-----------------------------------------------
                0.00    0.00  497024/497024      rrmp_ba_ [85]
[101]    0.0    0.00    0.00  497024         rrmp_nb_ [101]
-----------------------------------------------
                0.00    0.00  497024/497024      qbnn_ [67]
[102]    0.0    0.00    0.00  497024         rrnn_nb_ [102]
-----------------------------------------------
                0.00    0.00  279374/279374      excorm_ [38]
[103]    0.0    0.00    0.00  279374         darcth_ [103]
-----------------------------------------------
                0.00    0.00  246021/246021      ccvfn_ [64]
[104]    0.0    0.00    0.00  246021         rrcv_b_ [104]
-----------------------------------------------
                0.00    0.00  216080/216080      chemfit_ [79]
[105]    0.0    0.00    0.00  216080         ferinv_ [105]
-----------------------------------------------
                0.00    0.00   46362/46362       eosfim12_ [30]
[106]    0.0    0.00    0.00   46362         fition9_ [106]
-----------------------------------------------
                0.00    0.00   46362/46362       eosfim12_ [30]
[107]    0.0    0.00    0.00   46362         fscrliq8_ [107]
-----------------------------------------------
                0.00    0.00   46362/46362       eosmag_ [27]
[108]    0.0    0.00    0.00   46362         magnion_ [108]
                0.00    0.00   46362/623700      spinion_ [97]
-----------------------------------------------
                0.00    0.00   46362/46362       eosfim12_ [30]
[109]    0.0    0.00    0.00   46362         qdmag_ [109]
-----------------------------------------------
                0.00    0.00   25326/25326       binit_options_ [121]
[110]    0.0    0.00    0.00   25326         funa_ [110]
-----------------------------------------------
                0.00    0.00    3916/22562       blin9_ [112]
                0.00    0.00   18646/22562       elect11_ [68]
[111]    0.0    0.00    0.00   22562         fermi10_ [111]
-----------------------------------------------
                0.00    0.00   18748/18748       elect11a_ [80]
[112]    0.0    0.00    0.00   18748         blin9_ [112]
                0.00    0.00    3916/22562       fermi10_ [111]
                0.00    0.00    3916/3916        blin9b_ [114]
                0.00    0.00    3914/18654       blin9c_ [113]
                0.00    0.00       2/94          blin9a_ [119]
-----------------------------------------------
                0.00    0.00    3914/18654       blin9_ [112]
                0.00    0.00   14740/18654       elect11a_ [80]
[113]    0.0    0.00    0.00   18654         blin9c_ [113]
-----------------------------------------------
                0.00    0.00    3916/3916        blin9_ [112]
[114]    0.0    0.00    0.00    3916         blin9b_ [114]
-----------------------------------------------
                0.00    0.00    1002/1002        boundary_ [35]
[115]    0.0    0.00    0.00    1002         getbl_ [115]
-----------------------------------------------
                0.00    0.00    1001/1001        MAIN__ [1]
[116]    0.0    0.00    0.00    1001         pevol_ [116]
-----------------------------------------------
                0.00    0.00     316/316         input_ [124]
[117]    0.0    0.00    0.00     316         gapmodel_ [117]
-----------------------------------------------
                0.00    0.00     100/100         MAIN__ [1]
[118]    0.0    0.00    0.00     100         fluxesb_ [118]
-----------------------------------------------
                0.00    0.00       2/94          blin9_ [112]
                0.00    0.00      92/94          elect11a_ [80]
[119]    0.0    0.00    0.00      94         blin9a_ [119]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[120]    0.0    0.00    0.00       1         bgrid_ [120]
-----------------------------------------------
                0.00    0.00       1/1           binit_ [88]
[121]    0.0    0.00    0.00       1         binit_options_ [121]
                0.00    0.00   25326/25326       funa_ [110]
                0.00    0.00       1/1           getmu_ [123]
-----------------------------------------------
                0.00    0.00       1/1           binit_ [88]
[122]    0.0    0.00    0.00       1         getbl_init_ [122]
-----------------------------------------------
                0.00    0.00       1/1           binit_options_ [121]
[123]    0.0    0.00    0.00       1         getmu_ [123]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[124]    0.0    0.00    0.00       1         input_ [124]
                0.00    0.00     316/316         gapmodel_ [117]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[125]    0.0    0.00    0.00       1         legpol_ [125]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[126]    0.0    0.00    0.00       1         mdgeom_ [126]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [4] __math_MOD_getugam     [29] eff_mass_              [42] qcpbf_co_
  [12] __math_MOD_lubksb      [68] elect11_               [66] qcpbf_cr_
  [15] __math_MOD_ludcmp      [80] elect11a_             [109] qdmag_
   [3] __math_MOD_solvtb      [75] elect11b_              [84] qdurca_
  [76] anharm8_               [21] emiss_                 [91] qeabrems_
  [18] bevol_                 [32] en_cond_               [92] qepbrems_
 [120] bgrid_                 [30] eosfim12_              [40] qmurca_
  [88] binit_                 [27] eosmag_                [55] qpair_
 [121] binit_options_         [38] excorm_                [39] qplasma_
 [112] blin9_                 [17] expint_                [34] qsynchro_
 [119] blin9a_                [62] ferinv7_               [72] rcfun_
 [114] blin9b_               [105] ferinv_                [58] rfun_
 [113] blin9c_               [111] fermi10_               [61] rrcv_a_cru_
  [49] bmodulus_              [70] ffa_                  [104] rrcv_b_
  [35] boundary_             [100] ffb_                   [89] rrd_a_
  [81] bwrite_                [51] fharmag_               [71] rrd_b_
  [46] bzinterp_              [28] fitfermi_              [83] rrd_ba_
  [73] ccvfe_                [106] fition9_               [86] rrmn_ba_
  [64] ccvfn_                [118] fluxesb_               [94] rrmn_pa_
  [63] ccvfp_                [107] fscrliq8_              [85] rrmp_ba_
  [37] chemag8_               [47] fscrsol8_             [101] rrmp_nb_
  [44] chemfit7_             [110] funa_                  [60] rrmp_pa_
  [79] chemfit_              [117] gapmodel_              [96] rrnn_na_
  [25] chempot_               [48] gauleg_               [102] rrnn_nb_
   [8] condconv_             [115] getbl_                 [87] rrnp_ba_
  [33] condegin_             [122] getbl_init_            [95] rrnp_pa_
  [41] condin_               [123] getmu_                 [93] rrpp_pa_
   [9] conduct_               [77] hlfit12_               [59] shear_
  [16] coul18i_               [74] hlfit8_                [98] sommerf_
  [13] coul19_                [52] hlmag_                 [97] spinion_
  [53] coul99i_              [124] input_                 [99] subfermj_
  [36] coulan2_               [57] kfermi_                [20] surface_transition_
  [14] coulan3_              [125] legpol_                [78] taueesy_
  [43] coulan_               [108] magnion_                [6] tensor_
  [50] coulin_               [126] mdgeom_                 [2] tevol_
  [19] curl_phi_              [82] output_                [10] thav18_
  [31] curl_pol_             [116] pevol_                 [11] thavi18_
  [23] cvf_                    [7] potekhin2019_          [56] v1_
  [24] cvtot_                 [22] q3_                    [90] v2_
 [103] darcth_                [67] qbnn_                  [45] vacuumbc_
  [26] denrfit_               [65] qbnp_                  [69] zfun_
   [5] difdrv_                [54] qbpp_
